date,campaign_name,adset_name,creative,creative_type,objective,city,spend,impressions,reach,clicks,landed,lead_submitted,pay_now_attempt,conversions,gtv
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_036_video_trainingplan,video,brand,Delhi NCR,1359.39,8322,4900,143,143,11,5,3,2597
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_036_video_trainingplan,video,brand,Bengaluru,1253.41,7314,5175,136,136,10,5,4,6896
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_036_video_trainingplan,video,brand,Hyderabad,909.67,5621,4092,95,95,9,3,3,3397
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_036_video_trainingplan,video,brand,Pune,690.25,3526,2404,52,52,6,4,1,1299
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_036_video_trainingplan,video,brand,Chennai,471.8,3077,1721,43,43,5,2,1,1999
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_038_static_citystreets,static,brand,Mumbai,583.15,3381,2384,36,36,0,0,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_038_static_citystreets,static,brand,Delhi NCR,534.37,3010,2012,33,33,3,1,1,799
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_038_static_citystreets,static,brand,Bengaluru,407.02,2565,1676,24,24,1,0,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_038_static_citystreets,static,brand,Hyderabad,338.63,1974,1206,28,28,0,0,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_038_static_citystreets,static,brand,Pune,224.48,1491,933,20,20,3,1,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_038_static_citystreets,static,brand,Chennai,144.52,875,628,8,8,2,2,2,1598
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_039_video_medalshot,video,brand,Mumbai,538.37,3076,1879,44,44,6,2,1,1299
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_039_video_medalshot,video,brand,Delhi NCR,493.33,2964,2186,34,34,1,1,1,1999
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_039_video_medalshot,video,brand,Bengaluru,375.76,2096,1499,25,25,2,1,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_039_video_medalshot,video,brand,Hyderabad,312.63,1790,1204,23,23,3,0,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_039_video_medalshot,video,brand,Pune,207.24,1300,896,17,17,2,0,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_039_video_medalshot,video,brand,Chennai,133.42,687,451,6,6,2,1,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Mumbai,784.68,3957,2738,25,25,3,2,1,2999
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Delhi NCR,570.51,3694,2167,39,39,5,1,1,1598
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Bengaluru,526.5,3108,2148,29,29,3,1,1,1299
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Hyderabad,418.71,2375,1327,16,16,4,3,2,1298
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Pune,292.19,1527,1027,24,24,1,1,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Chennai,240.02,1501,874,20,20,0,0,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Mumbai,1002.35,6020,3417,59,59,6,3,1,1299
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Delhi NCR,728.77,4014,2176,35,35,4,0,0,0
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Bengaluru,672.55,3882,2754,49,49,4,1,1,3499
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Hyderabad,534.86,3176,1751,43,43,6,1,1,2499
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Pune,373.25,2280,1244,27,27,2,1,1,2999
2026-05-28,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Chennai,306.6,1904,1192,20,20,0,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_062_video_citystreets,video,advantage,Mumbai,515.19,3028,1936,41,41,3,1,1,2499
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_062_video_citystreets,video,advantage,Delhi NCR,536.7,2992,1759,46,46,1,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_062_video_citystreets,video,advantage,Bengaluru,363.63,2023,1247,25,25,1,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_062_video_citystreets,video,advantage,Hyderabad,234.32,1339,958,21,21,2,1,1,3499
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_062_video_citystreets,video,advantage,Pune,202.63,1102,596,19,19,4,2,1,3499
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_062_video_citystreets,video,advantage,Chennai,199.33,1177,677,15,15,4,2,2,2798
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_063_carousel_countdown,carousel,advantage,Mumbai,589.45,2818,1774,46,46,8,6,2,6998
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_063_carousel_countdown,carousel,advantage,Delhi NCR,614.06,3644,2395,63,63,7,4,3,5597
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_063_carousel_countdown,carousel,advantage,Bengaluru,416.04,2136,1545,29,29,1,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_063_carousel_countdown,carousel,advantage,Hyderabad,268.09,1624,983,25,25,2,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_063_carousel_countdown,carousel,advantage,Pune,231.83,1227,790,16,16,2,1,1,499
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_063_carousel_countdown,carousel,advantage,Chennai,228.06,1204,881,17,17,1,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_064_carousel_sunrise,carousel,advantage,Mumbai,515.62,3281,2402,36,36,4,1,1,1999
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_064_carousel_sunrise,carousel,advantage,Delhi NCR,537.15,3427,2410,50,50,10,1,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_064_carousel_sunrise,carousel,advantage,Bengaluru,363.93,2090,1130,27,27,6,1,1,1999
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_064_carousel_sunrise,carousel,advantage,Hyderabad,234.51,1466,877,25,25,0,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_064_carousel_sunrise,carousel,advantage,Pune,202.79,1216,893,16,16,1,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_corp_wellness,crt_064_carousel_sunrise,carousel,advantage,Chennai,199.49,993,674,11,11,0,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_065_video_testimonial,video,advantage,Mumbai,611.61,3667,2190,64,64,4,3,1,1999
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_065_video_testimonial,video,advantage,Delhi NCR,494.13,2989,2118,49,49,5,2,1,1299
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_065_video_testimonial,video,advantage,Bengaluru,521.28,3332,1828,44,44,2,1,1,799
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_065_video_testimonial,video,advantage,Hyderabad,303.01,1704,929,32,32,4,3,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_065_video_testimonial,video,advantage,Pune,213.2,1251,684,19,19,2,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_065_video_testimonial,video,advantage,Chennai,169.54,976,669,15,15,1,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_066_video_trainingplan,video,advantage,Mumbai,521.74,3447,2053,44,44,7,3,2,3798
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_066_video_trainingplan,video,advantage,Delhi NCR,421.52,2333,1408,43,43,3,1,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_066_video_trainingplan,video,advantage,Bengaluru,444.68,2618,1550,41,41,6,4,3,2897
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_066_video_trainingplan,video,advantage,Hyderabad,258.48,1528,1108,23,23,2,1,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_066_video_trainingplan,video,advantage,Pune,181.87,1007,576,15,15,1,0,0,0
2026-05-28,vrs26_meta_adv_shopping_natl,vrs26_meta_adv_shopping_natl__as_lal_leads_5pct,crt_066_video_trainingplan,video,advantage,Chennai,144.63,968,694,7,7,1,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_int_running,crt_068_carousel_sunrise,carousel,prospecting,Mumbai,209.35,1147,641,17,17,1,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_int_running,crt_068_carousel_sunrise,carousel,prospecting,Delhi NCR,178.13,1034,710,14,14,1,1,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_int_running,crt_068_carousel_sunrise,carousel,prospecting,Bengaluru,131.68,740,537,15,15,1,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_int_running,crt_068_carousel_sunrise,carousel,prospecting,Hyderabad,97.42,583,330,12,12,0,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_int_running,crt_068_carousel_sunrise,carousel,prospecting,Pune,2624.92,14518,8574,169,169,19,5,1,1299
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_int_running,crt_068_carousel_sunrise,carousel,prospecting,Chennai,61.15,399,218,8,8,1,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_070_video_testimonial,video,prospecting,Mumbai,75.92,368,263,6,6,2,2,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_070_video_testimonial,video,prospecting,Delhi NCR,53.67,293,194,4,4,0,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_070_video_testimonial,video,prospecting,Bengaluru,61.13,398,224,9,9,2,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_070_video_testimonial,video,prospecting,Hyderabad,37.63,208,131,4,4,0,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_070_video_testimonial,video,prospecting,Pune,1009.28,6031,3379,100,100,10,2,1,799
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_070_video_testimonial,video,prospecting,Chennai,22.76,146,103,0,0,0,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_071_carousel_medalshot,carousel,prospecting,Mumbai,110.18,653,474,7,7,0,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_071_carousel_medalshot,carousel,prospecting,Delhi NCR,77.9,455,329,5,5,0,0,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_071_carousel_medalshot,carousel,prospecting,Bengaluru,88.72,482,295,10,10,1,1,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_071_carousel_medalshot,carousel,prospecting,Hyderabad,54.61,344,213,5,5,1,1,0,0
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_071_carousel_medalshot,carousel,prospecting,Pune,1464.8,9738,7146,146,146,16,5,4,4395
2026-05-28,vrs26_meta_prospect_runclub_pun,vrs26_meta_prospect_runclub_pun__as_rt_cart_7d,crt_071_carousel_medalshot,carousel,prospecting,Chennai,33.03,221,150,5,5,1,1,1,1299
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_int_fitness,crt_073_video_pricedrop,video,prospecting,Mumbai,102.99,643,348,8,8,2,1,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_int_fitness,crt_073_video_pricedrop,video,prospecting,Delhi NCR,108.44,681,449,3,3,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_int_fitness,crt_073_video_pricedrop,video,prospecting,Bengaluru,84.15,454,256,6,6,1,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_int_fitness,crt_073_video_pricedrop,video,prospecting,Hyderabad,1429.41,9344,5820,115,115,13,7,5,11095
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_int_fitness,crt_073_video_pricedrop,video,prospecting,Pune,36.48,225,137,5,5,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_int_fitness,crt_073_video_pricedrop,video,prospecting,Chennai,28.68,173,113,2,2,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_075_video_kidsdash,video,prospecting,Mumbai,82.5,439,265,5,5,1,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_075_video_kidsdash,video,prospecting,Delhi NCR,76.21,407,223,4,4,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_075_video_kidsdash,video,prospecting,Bengaluru,77.35,497,282,0,0,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_075_video_kidsdash,video,prospecting,Hyderabad,1264.79,7177,4961,82,82,7,1,1,1299
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_075_video_kidsdash,video,prospecting,Pune,40.77,215,118,0,0,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_075_video_kidsdash,video,prospecting,Chennai,29.47,166,114,5,5,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_076_static_kidsdash,static,prospecting,Mumbai,65.32,390,231,5,5,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_076_static_kidsdash,static,prospecting,Delhi NCR,60.35,372,205,3,3,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_076_static_kidsdash,static,prospecting,Bengaluru,61.25,389,252,0,0,0,0,0,0
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_076_static_kidsdash,static,prospecting,Hyderabad,1001.48,6639,4790,83,83,9,4,2,4298
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_076_static_kidsdash,static,prospecting,Pune,32.28,212,119,4,4,1,1,1,2999
2026-05-28,vrs26_meta_prospect_corp_hyd,vrs26_meta_prospect_corp_hyd__as_broad_18_34,crt_076_static_kidsdash,static,prospecting,Chennai,23.33,129,85,0,0,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_077_carousel_teamrun,carousel,retargeting,Mumbai,41.58,226,164,1,1,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_077_carousel_teamrun,carousel,retargeting,Delhi NCR,32.67,182,111,3,3,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_077_carousel_teamrun,carousel,retargeting,Bengaluru,30.14,169,107,4,4,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_077_carousel_teamrun,carousel,retargeting,Hyderabad,25.59,147,88,5,5,1,1,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_077_carousel_teamrun,carousel,retargeting,Pune,22.01,154,107,2,2,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_077_carousel_teamrun,carousel,retargeting,Chennai,458.69,2504,1776,42,42,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_078_story_kidsdash,story,retargeting,Mumbai,44.33,246,141,5,5,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_078_story_kidsdash,story,retargeting,Delhi NCR,34.83,203,124,5,5,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_078_story_kidsdash,story,retargeting,Bengaluru,32.13,221,125,0,0,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_078_story_kidsdash,story,retargeting,Hyderabad,27.28,170,109,3,3,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_078_story_kidsdash,story,retargeting,Pune,23.47,138,90,3,3,1,1,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_078_story_kidsdash,story,retargeting,Chennai,488.98,2545,1814,35,35,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_079_carousel_trainingplan,carousel,retargeting,Mumbai,32.62,186,120,1,1,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_079_carousel_trainingplan,carousel,retargeting,Delhi NCR,25.63,150,83,2,2,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_079_carousel_trainingplan,carousel,retargeting,Bengaluru,23.65,120,69,3,3,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_079_carousel_trainingplan,carousel,retargeting,Hyderabad,20.08,134,72,0,0,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_079_carousel_trainingplan,carousel,retargeting,Pune,17.27,98,59,0,0,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_lal_leads_5pct,crt_079_carousel_trainingplan,carousel,retargeting,Chennai,359.8,1910,1100,29,29,3,2,1,799
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_080_static_finishline,static,retargeting,Mumbai,39.74,255,166,4,4,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_080_static_finishline,static,retargeting,Delhi NCR,41.04,241,149,2,2,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_080_static_finishline,static,retargeting,Bengaluru,34.38,215,154,2,2,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_080_static_finishline,static,retargeting,Hyderabad,19.14,116,69,2,2,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_080_static_finishline,static,retargeting,Pune,14.02,78,50,1,1,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_080_static_finishline,static,retargeting,Chennai,518.91,2950,2170,30,30,3,1,1,1598
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_082_story_pricedrop,story,retargeting,Mumbai,40.21,277,177,6,6,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_082_story_pricedrop,story,retargeting,Delhi NCR,41.53,226,156,3,3,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_082_story_pricedrop,story,retargeting,Bengaluru,34.79,212,134,4,4,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_082_story_pricedrop,story,retargeting,Hyderabad,19.37,114,80,0,0,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_082_story_pricedrop,story,retargeting,Pune,14.19,79,55,0,0,0,0,0,0
2026-05-28,vrs26_meta_retarget_abandon_che,vrs26_meta_retarget_abandon_che__as_broad_35_54,crt_082_story_pricedrop,story,retargeting,Chennai,525.09,2960,2145,43,43,2,0,0,0
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_002_static_countdown,static,prospecting,Mumbai,3513.86,20276,11598,302,302,34,13,5,15895
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_002_static_countdown,static,prospecting,Delhi NCR,2445.57,15111,8413,164,164,21,6,3,5297
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_002_static_countdown,static,prospecting,Bengaluru,2641.58,12952,9266,145,145,9,3,2,2798
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_002_static_countdown,static,prospecting,Hyderabad,1745.68,11158,7002,128,128,15,5,4,7296
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_002_static_countdown,static,prospecting,Pune,1322.3,7445,4714,114,114,6,3,1,799
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_002_static_countdown,static,prospecting,Chennai,912.74,4684,3136,48,48,5,1,1,2598
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_005_carousel_countdown,carousel,prospecting,Mumbai,2073.22,11647,8220,141,141,14,7,4,5396
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_005_carousel_countdown,carousel,prospecting,Delhi NCR,1885.06,10746,7205,123,123,16,4,2,3498
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_005_carousel_countdown,carousel,prospecting,Bengaluru,1686.74,10407,6769,131,131,16,4,2,2998
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_005_carousel_countdown,carousel,prospecting,Hyderabad,1158.39,7284,5133,101,101,9,2,0,0
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_005_carousel_countdown,carousel,prospecting,Pune,890.52,4772,3165,57,57,4,1,1,799
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_005_carousel_countdown,carousel,prospecting,Chennai,713.53,3956,2376,45,45,4,3,2,3298
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_006_static_trainingplan,static,prospecting,Mumbai,1676.77,11351,7152,100,100,7,2,1,1299
2026-05-29,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_lal_leads_5pct,crt_006_static_trainingplan,static,prospecting,Delhi NCR,1524.59,9232,5477,130,130,15,5,2,4498
