date,campaign_name,campaign_type,city,spend,impressions,clicks,landed,lead_submitted,pay_now_attempt,conversions,gtv
2026-06-26,vrs26_gads_pmax_mum,pmax,Mumbai,2558.51,11178,225,225,31,10,5,3595
2026-06-26,vrs26_gads_pmax_mum,pmax,Delhi NCR,226.59,1115,19,19,3,2,1,799
2026-06-26,vrs26_gads_pmax_mum,pmax,Bengaluru,239.3,918,19,19,2,0,0,0
2026-06-26,vrs26_gads_pmax_mum,pmax,Hyderabad,123.56,517,13,13,1,0,0,0
2026-06-26,vrs26_gads_pmax_mum,pmax,Pune,93.71,424,10,10,0,0,0,0
2026-06-26,vrs26_gads_pmax_mum,pmax,Chennai,75.23,367,9,9,0,0,0,0
2026-06-26,vrs26_gads_pmax_blr,pmax,Mumbai,195.63,929,23,23,1,0,0,0
2026-06-26,vrs26_gads_pmax_blr,pmax,Delhi NCR,135.9,586,13,13,3,1,1,2499
2026-06-26,vrs26_gads_pmax_blr,pmax,Bengaluru,2357.49,10792,272,272,40,22,13,17486
2026-06-26,vrs26_gads_pmax_blr,pmax,Hyderabad,79.63,371,11,11,1,0,0,0
2026-06-26,vrs26_gads_pmax_blr,pmax,Pune,62.39,255,1,1,0,0,0,0
2026-06-26,vrs26_gads_pmax_blr,pmax,Chennai,60.61,272,6,6,1,0,0,0
2026-06-26,vrs26_gads_display_remarketing_natl,display,Mumbai,786.18,3638,82,82,5,3,2,2598
2026-06-26,vrs26_gads_display_remarketing_natl,display,Delhi NCR,687.55,3404,94,94,9,1,0,0
2026-06-26,vrs26_gads_display_remarketing_natl,display,Bengaluru,584.36,2496,71,71,6,2,1,1999
2026-06-26,vrs26_gads_display_remarketing_natl,display,Hyderabad,451.78,2144,30,30,1,0,0,0
2026-06-26,vrs26_gads_display_remarketing_natl,display,Pune,311.49,1394,36,36,2,0,0,0
2026-06-26,vrs26_gads_display_remarketing_natl,display,Chennai,240.39,1099,24,24,0,0,0,0
2026-06-26,vrs26_gads_yt_instream_natl,youtube,Mumbai,1118.1,4722,102,102,2,0,0,0
2026-06-26,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,856.74,4084,47,47,4,0,0,0
2026-06-26,vrs26_gads_yt_instream_natl,youtube,Bengaluru,693.88,2868,53,53,6,1,0,0
2026-06-26,vrs26_gads_yt_instream_natl,youtube,Hyderabad,424.82,1973,38,38,2,0,0,0
2026-06-26,vrs26_gads_yt_instream_natl,youtube,Pune,309.89,1420,47,47,3,1,1,1999
2026-06-26,vrs26_gads_yt_instream_natl,youtube,Chennai,338.7,1542,47,47,5,1,0,0
2026-06-26,vrs26_gads_yt_shorts_natl,youtube,Mumbai,600.55,2769,71,71,5,0,0,0
2026-06-26,vrs26_gads_yt_shorts_natl,youtube,Delhi NCR,540.36,2937,66,66,6,5,2,2498
2026-06-26,vrs26_gads_yt_shorts_natl,youtube,Bengaluru,444.76,2200,47,47,3,1,0,0
2026-06-26,vrs26_gads_yt_shorts_natl,youtube,Hyderabad,369.07,1447,30,30,4,0,0,0
2026-06-26,vrs26_gads_yt_shorts_natl,youtube,Pune,228.69,969,22,22,2,0,0,0
2026-06-26,vrs26_gads_yt_shorts_natl,youtube,Chennai,197.93,927,21,21,3,0,0,0
2026-06-26,vrs26_gads_search_competitor_natl,search_generic,Mumbai,534.85,2342,59,59,3,1,1,1299
2026-06-26,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,475.03,1842,38,38,5,1,1,2499
2026-06-26,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,405.49,1851,34,34,2,1,0,0
2026-06-26,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,297.81,1210,20,20,4,2,2,3298
2026-06-26,vrs26_gads_search_competitor_natl,search_generic,Pune,181.45,841,18,18,1,1,0,0
2026-06-26,vrs26_gads_search_competitor_natl,search_generic,Chennai,146.53,586,18,18,2,2,1,1299
2026-06-26,vrs26_gads_discovery_feed_natl,discovery,Mumbai,594.4,2227,60,60,2,0,0,0
2026-06-26,vrs26_gads_discovery_feed_natl,discovery,Delhi NCR,571.46,2556,68,68,6,1,1,3998
2026-06-26,vrs26_gads_discovery_feed_natl,discovery,Bengaluru,434.31,1576,34,34,1,0,0,0
2026-06-26,vrs26_gads_discovery_feed_natl,discovery,Hyderabad,304.7,1263,26,26,6,5,5,10795
2026-06-26,vrs26_gads_discovery_feed_natl,discovery,Pune,227.35,981,20,20,0,0,0,0
2026-06-26,vrs26_gads_discovery_feed_natl,discovery,Chennai,164.09,751,12,12,2,1,1,1299
2026-06-26,vrs26_gads_search_corp_hyd,search_generic,Mumbai,86.29,388,7,7,0,0,0,0
2026-06-26,vrs26_gads_search_corp_hyd,search_generic,Delhi NCR,90.08,420,10,10,0,0,0,0
2026-06-26,vrs26_gads_search_corp_hyd,search_generic,Bengaluru,77.86,391,10,10,1,1,0,0
2026-06-26,vrs26_gads_search_corp_hyd,search_generic,Hyderabad,1294.15,6160,155,155,13,4,4,7596
2026-06-26,vrs26_gads_search_corp_hyd,search_generic,Pune,37.88,172,3,3,1,0,0,0
2026-06-26,vrs26_gads_search_corp_hyd,search_generic,Chennai,29.65,139,0,0,0,0,0,0
2026-06-27,vrs26_gads_search_brand_natl,search_brand,Mumbai,1383.19,6050,167,167,34,19,16,27084
2026-06-27,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,996.63,4630,112,112,25,10,9,15990
2026-06-27,vrs26_gads_search_brand_natl,search_brand,Bengaluru,965.63,4144,80,80,19,2,0,0
2026-06-27,vrs26_gads_search_brand_natl,search_brand,Hyderabad,639.58,2961,70,70,20,7,5,6895
2026-06-27,vrs26_gads_search_brand_natl,search_brand,Pune,440.97,2037,28,28,4,2,1,3499
2026-06-27,vrs26_gads_search_brand_natl,search_brand,Chennai,309.32,1349,23,23,4,3,1,799
2026-06-27,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,1605.03,7036,111,111,17,12,6,8193
2026-06-27,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,1660.95,7020,124,124,8,4,3,2897
2026-06-27,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,1281.87,4944,122,122,11,6,4,5596
2026-06-27,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,1028.57,3805,85,85,10,5,4,15096
2026-06-27,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,742.81,3321,65,65,15,5,1,1299
2026-06-27,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,601.63,2369,46,46,6,1,1,1299
2026-06-27,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,1132.29,4556,90,90,12,4,3,2297
2026-06-27,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,1068.87,4984,108,108,16,3,2,4798
2026-06-27,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,698.68,2528,43,43,3,3,2,13497
2026-06-27,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,652.51,3247,70,70,8,5,3,2097
2026-06-27,vrs26_gads_search_generic_10k_natl,search_generic,Pune,451.11,2139,19,19,1,1,0,0
2026-06-27,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,367.6,1613,40,40,1,1,1,1999
2026-06-27,vrs26_gads_pmax_all_natl,pmax,Mumbai,1512.41,7252,158,158,15,5,4,10795
2026-06-27,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,1534.96,7492,199,199,26,9,6,6894
2026-06-27,vrs26_gads_pmax_all_natl,pmax,Bengaluru,1370.64,5830,159,159,20,7,4,7096
2026-06-27,vrs26_gads_pmax_all_natl,pmax,Hyderabad,1046.35,4291,85,85,8,3,3,5797
2026-06-27,vrs26_gads_pmax_all_natl,pmax,Pune,717.19,3445,75,75,10,6,3,5097
2026-06-27,vrs26_gads_pmax_all_natl,pmax,Chennai,466.1,1737,36,36,3,1,1,799
2026-06-27,vrs26_gads_pmax_mum,pmax,Mumbai,3069.22,12638,251,251,33,9,6,16894
2026-06-27,vrs26_gads_pmax_mum,pmax,Delhi NCR,167.62,836,27,27,2,1,1,2598
2026-06-27,vrs26_gads_pmax_mum,pmax,Bengaluru,123.72,557,15,15,2,2,2,3798
2026-06-27,vrs26_gads_pmax_mum,pmax,Hyderabad,76.23,313,7,7,1,1,0,0
2026-06-27,vrs26_gads_pmax_mum,pmax,Pune,60.28,253,8,8,2,0,0,0
2026-06-27,vrs26_gads_pmax_mum,pmax,Chennai,54.41,225,7,7,1,0,0,0
2026-06-27,vrs26_gads_pmax_blr,pmax,Mumbai,205.62,865,28,28,3,1,1,1999
2026-06-27,vrs26_gads_pmax_blr,pmax,Delhi NCR,184.01,881,29,29,4,2,1,799
2026-06-27,vrs26_gads_pmax_blr,pmax,Bengaluru,2462.25,10732,248,248,19,6,3,4396
2026-06-27,vrs26_gads_pmax_blr,pmax,Hyderabad,109.72,456,8,8,1,0,0,0
2026-06-27,vrs26_gads_pmax_blr,pmax,Pune,66.03,274,6,6,2,1,0,0
2026-06-27,vrs26_gads_pmax_blr,pmax,Chennai,68.53,301,8,8,0,0,0,0
2026-06-27,vrs26_gads_display_remarketing_natl,display,Mumbai,932.68,4348,107,107,9,2,2,2798
2026-06-27,vrs26_gads_display_remarketing_natl,display,Delhi NCR,686.15,2769,80,80,4,2,2,1598
2026-06-27,vrs26_gads_display_remarketing_natl,display,Bengaluru,618.77,2461,56,56,2,0,0,0
2026-06-27,vrs26_gads_display_remarketing_natl,display,Hyderabad,447.68,2009,41,41,4,1,1,499
2026-06-27,vrs26_gads_display_remarketing_natl,display,Pune,334.19,1422,23,23,3,1,0,0
2026-06-27,vrs26_gads_display_remarketing_natl,display,Chennai,258.82,1086,27,27,1,1,1,2499
2026-06-27,vrs26_gads_yt_instream_natl,youtube,Mumbai,971.15,4794,77,77,4,2,1,3998
2026-06-27,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,867.98,3645,78,78,4,0,0,0
2026-06-27,vrs26_gads_yt_instream_natl,youtube,Bengaluru,889.12,4591,82,82,3,2,1,3499
2026-06-27,vrs26_gads_yt_instream_natl,youtube,Hyderabad,641.91,2521,50,50,5,3,1,5998
2026-06-27,vrs26_gads_yt_instream_natl,youtube,Pune,339.38,1535,32,32,3,2,1,1299
2026-06-27,vrs26_gads_yt_instream_natl,youtube,Chennai,297.26,1159,27,27,1,1,0,0
2026-06-27,vrs26_gads_yt_shorts_natl,youtube,Mumbai,578.64,2334,43,43,4,2,2,9998
2026-06-27,vrs26_gads_yt_shorts_natl,youtube,Delhi NCR,549.23,2684,65,65,7,4,3,8597
2026-06-27,vrs26_gads_yt_shorts_natl,youtube,Bengaluru,568.19,2508,35,35,1,0,0,0
2026-06-27,vrs26_gads_yt_shorts_natl,youtube,Hyderabad,348.18,1764,39,39,1,0,0,0
2026-06-27,vrs26_gads_yt_shorts_natl,youtube,Pune,284.84,1157,18,18,2,0,0,0
2026-06-27,vrs26_gads_yt_shorts_natl,youtube,Chennai,220.72,917,18,18,1,0,0,0
2026-06-27,vrs26_gads_search_competitor_natl,search_generic,Mumbai,611.9,2917,89,89,12,3,2,2798
2026-06-27,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,442.89,1762,51,51,5,3,1,1299
2026-06-27,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,452.59,1771,31,31,1,1,1,1999
2026-06-27,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,285.97,1426,43,43,4,3,1,799
2026-06-27,vrs26_gads_search_competitor_natl,search_generic,Pune,203.04,1017,24,24,1,0,0,0
2026-06-27,vrs26_gads_search_competitor_natl,search_generic,Chennai,189.14,860,15,15,1,1,0,0
2026-06-27,vrs26_gads_discovery_feed_natl,discovery,Mumbai,660.74,3015,72,72,9,3,2,4996
2026-06-27,vrs26_gads_discovery_feed_natl,discovery,Delhi NCR,503.38,2267,41,41,8,1,0,0
2026-06-27,vrs26_gads_discovery_feed_natl,discovery,Bengaluru,495.13,1925,34,34,3,1,1,799
2026-06-27,vrs26_gads_discovery_feed_natl,discovery,Hyderabad,356.14,1551,43,43,4,1,1,1999
2026-06-27,vrs26_gads_discovery_feed_natl,discovery,Pune,229.9,972,13,13,0,0,0,0
2026-06-27,vrs26_gads_discovery_feed_natl,discovery,Chennai,213.43,717,16,16,1,0,0,0
2026-06-27,vrs26_gads_search_corp_hyd,search_generic,Mumbai,98.11,412,9,9,0,0,0,0
2026-06-27,vrs26_gads_search_corp_hyd,search_generic,Delhi NCR,93.58,429,8,8,1,1,1,1299
2026-06-27,vrs26_gads_search_corp_hyd,search_generic,Bengaluru,69.64,280,8,8,1,0,0,0
2026-06-27,vrs26_gads_search_corp_hyd,search_generic,Hyderabad,1392.55,5758,108,108,11,3,1,1299
2026-06-27,vrs26_gads_search_corp_hyd,search_generic,Pune,43.23,176,5,5,1,1,1,1299
2026-06-27,vrs26_gads_search_corp_hyd,search_generic,Chennai,33.09,135,4,4,0,0,0,0
2026-06-28,vrs26_gads_search_brand_natl,search_brand,Mumbai,1487.97,6172,98,98,26,15,9,15689
2026-06-28,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,1012.26,3669,98,98,24,12,11,11489
2026-06-28,vrs26_gads_search_brand_natl,search_brand,Bengaluru,1192.37,4833,118,118,31,13,8,10092
2026-06-28,vrs26_gads_search_brand_natl,search_brand,Hyderabad,818.1,3652,56,56,9,5,1,6499
2026-06-28,vrs26_gads_search_brand_natl,search_brand,Pune,454.87,1839,33,33,8,4,3,5597
2026-06-28,vrs26_gads_search_brand_natl,search_brand,Chennai,403.46,1913,51,51,10,3,3,8997
2026-06-28,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,1871.08,7262,130,130,14,8,5,9395
2026-06-28,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,1509.31,6706,167,167,23,7,4,13496
2026-06-28,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,1754.07,7016,156,156,28,9,6,13394
2026-06-28,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,1130.74,5145,104,104,16,8,4,8296
2026-06-28,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,881.85,3595,72,72,12,4,4,16796
2026-06-28,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,699.98,2464,70,70,9,2,2,1298
2026-06-28,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,1281.35,5945,119,119,16,5,3,9297
2026-06-28,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,907.31,3610,72,72,4,1,1,799
2026-06-28,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,1055.45,4449,105,105,16,7,3,3397
2026-06-28,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,830.09,3176,79,79,10,3,3,3397
2026-06-28,vrs26_gads_search_generic_10k_natl,search_generic,Pune,517.31,1810,49,49,6,1,1,499
2026-06-28,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,364.51,1329,34,34,2,0,0,0
2026-06-28,vrs26_gads_pmax_all_natl,pmax,Mumbai,2091.17,8143,132,132,20,6,4,7496
2026-06-28,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,1728.16,7105,126,126,17,6,3,8796
2026-06-28,vrs26_gads_pmax_all_natl,pmax,Bengaluru,1297.02,5453,74,74,8,3,0,0
2026-06-28,vrs26_gads_pmax_all_natl,pmax,Hyderabad,1063.98,3846,91,91,18,5,1,3499
2026-06-28,vrs26_gads_pmax_all_natl,pmax,Pune,740.17,3146,77,77,16,6,1,1999
2026-06-28,vrs26_gads_pmax_all_natl,pmax,Chennai,616.79,2799,64,64,11,3,1,1299
2026-06-28,vrs26_gads_pmax_mum,pmax,Mumbai,3345.04,14480,264,264,29,10,3,4597
2026-06-28,vrs26_gads_pmax_mum,pmax,Delhi NCR,202.44,840,25,25,3,1,1,2999
2026-06-28,vrs26_gads_pmax_mum,pmax,Bengaluru,189.58,789,21,21,5,2,1,1299
2026-06-28,vrs26_gads_pmax_mum,pmax,Hyderabad,113.81,457,15,15,1,1,1,1299
2026-06-28,vrs26_gads_pmax_mum,pmax,Pune,98.44,400,12,12,2,1,1,1999
2026-06-28,vrs26_gads_pmax_mum,pmax,Chennai,77.47,314,4,4,0,0,0,0
2026-06-28,vrs26_gads_pmax_blr,pmax,Mumbai,194.22,799,21,21,3,2,0,0
2026-06-28,vrs26_gads_pmax_blr,pmax,Delhi NCR,159.7,656,14,14,3,1,0,0
2026-06-28,vrs26_gads_pmax_blr,pmax,Bengaluru,2948.41,10699,227,227,34,15,6,9594
2026-06-28,vrs26_gads_pmax_blr,pmax,Hyderabad,76.55,290,7,7,2,0,0,0
2026-06-28,vrs26_gads_pmax_blr,pmax,Pune,70.34,288,4,4,1,0,0,0
2026-06-28,vrs26_gads_pmax_blr,pmax,Chennai,61.3,269,3,3,0,0,0,0
2026-06-28,vrs26_gads_display_remarketing_natl,display,Mumbai,922.71,4101,79,79,8,2,0,0
2026-06-28,vrs26_gads_display_remarketing_natl,display,Delhi NCR,906,3580,46,46,1,0,0,0
2026-06-28,vrs26_gads_display_remarketing_natl,display,Bengaluru,738.48,3193,70,70,7,2,2,4298
2026-06-28,vrs26_gads_display_remarketing_natl,display,Hyderabad,497.31,2105,37,37,2,0,0,0
2026-06-28,vrs26_gads_display_remarketing_natl,display,Pune,333.4,1345,37,37,3,1,1,2499
2026-06-28,vrs26_gads_display_remarketing_natl,display,Chennai,319.11,1424,31,31,2,2,2,3298
2026-06-28,vrs26_gads_yt_instream_natl,youtube,Mumbai,1127.61,4506,90,90,6,1,1,1299
2026-06-28,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,1077.65,4514,101,101,2,0,0,0
2026-06-28,vrs26_gads_yt_instream_natl,youtube,Bengaluru,926.22,3983,66,66,4,0,0,0
2026-06-28,vrs26_gads_yt_instream_natl,youtube,Hyderabad,590.93,2315,34,34,3,1,1,1299
2026-06-28,vrs26_gads_yt_instream_natl,youtube,Pune,495.79,2434,42,42,4,1,1,799
2026-06-28,vrs26_gads_yt_instream_natl,youtube,Chennai,324.83,1273,27,27,2,0,0,0
2026-06-28,vrs26_gads_yt_shorts_natl,youtube,Mumbai,693.51,2680,45,45,2,1,0,0
2026-06-28,vrs26_gads_yt_shorts_natl,youtube,Delhi NCR,608.37,2567,52,52,4,0,0,0
2026-06-28,vrs26_gads_yt_shorts_natl,youtube,Bengaluru,563.15,2310,51,51,0,0,0,0
2026-06-28,vrs26_gads_yt_shorts_natl,youtube,Hyderabad,489.78,1749,28,28,0,0,0,0
2026-06-28,vrs26_gads_yt_shorts_natl,youtube,Pune,267.88,1138,18,18,2,1,0,0
2026-06-28,vrs26_gads_yt_shorts_natl,youtube,Chennai,268.33,1158,23,23,1,0,0,0
2026-06-28,vrs26_gads_search_competitor_natl,search_generic,Mumbai,718.34,2936,57,57,7,4,4,7096
2026-06-28,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,541.78,2209,55,55,6,2,1,1299
2026-06-28,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,433.19,1712,47,47,5,1,1,499
2026-06-28,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,343.67,1424,32,32,4,2,2,7298
2026-06-28,vrs26_gads_search_competitor_natl,search_generic,Pune,273.44,1036,28,28,6,2,2,8097
2026-06-28,vrs26_gads_search_competitor_natl,search_generic,Chennai,167.6,644,11,11,1,1,1,799
2026-06-28,vrs26_gads_discovery_feed_natl,discovery,Mumbai,746.24,2864,53,53,10,4,1,799
2026-06-28,vrs26_gads_discovery_feed_natl,discovery,Delhi NCR,664.38,2178,54,54,8,1,1,1999
2026-06-28,vrs26_gads_discovery_feed_natl,discovery,Bengaluru,560.18,2436,65,65,5,4,2,4498
2026-06-28,vrs26_gads_discovery_feed_natl,discovery,Hyderabad,304.35,1346,18,18,3,3,2,2798
2026-06-28,vrs26_gads_discovery_feed_natl,discovery,Pune,277.95,1114,23,23,3,0,0,0
2026-06-28,vrs26_gads_discovery_feed_natl,discovery,Chennai,234.66,1024,17,17,1,1,0,0
2026-06-28,vrs26_gads_search_corp_hyd,search_generic,Mumbai,126.86,577,12,12,3,1,1,799
2026-06-28,vrs26_gads_search_corp_hyd,search_generic,Delhi NCR,117.86,448,11,11,0,0,0,0
2026-06-28,vrs26_gads_search_corp_hyd,search_generic,Bengaluru,76.28,341,8,8,1,0,0,0
2026-06-28,vrs26_gads_search_corp_hyd,search_generic,Hyderabad,1567.65,7065,139,139,20,8,4,6796
2026-06-28,vrs26_gads_search_corp_hyd,search_generic,Pune,37.75,143,5,5,1,0,0,0
2026-06-28,vrs26_gads_search_corp_hyd,search_generic,Chennai,35.36,155,2,2,2,1,0,0
2026-06-29,vrs26_gads_search_brand_natl,search_brand,Mumbai,1202.07,4892,114,114,22,6,6,8894
2026-06-29,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,939.68,3690,77,77,17,9,6,11094
2026-06-29,vrs26_gads_search_brand_natl,search_brand,Bengaluru,991.46,4463,121,121,23,11,11,27288
2026-06-29,vrs26_gads_search_brand_natl,search_brand,Hyderabad,727.47,3461,56,56,9,4,2,4298
2026-06-29,vrs26_gads_search_brand_natl,search_brand,Pune,443.41,2180,37,37,7,4,1,799
2026-06-29,vrs26_gads_search_brand_natl,search_brand,Chennai,392.94,1613,48,48,13,8,4,9194
2026-06-29,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,1768.98,7172,141,141,23,7,5,5695
2026-06-29,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,1452.74,5991,147,147,23,8,5,8195
2026-06-29,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,1381.56,5623,144,144,19,6,5,8395
2026-06-29,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,967.01,4234,128,128,18,6,5,9395
2026-06-29,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,712.02,2950,75,75,14,3,2,2897
2026-06-29,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,582.57,2554,60,60,7,3,2,2598
2026-06-29,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,1121.92,4708,116,116,16,6,3,3397
2026-06-29,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,783.79,3260,52,52,11,6,3,2897
2026-06-29,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,954.27,4375,82,82,11,7,3,5997
2026-06-29,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,701.79,2999,62,62,4,2,2,4298
2026-06-29,vrs26_gads_search_generic_10k_natl,search_generic,Pune,431.51,1917,46,46,7,5,5,8095
2026-06-29,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,342.42,1389,32,32,3,1,0,0
2026-06-29,vrs26_gads_pmax_all_natl,pmax,Mumbai,1476.42,6668,187,187,27,3,1,1598
2026-06-29,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,1386.92,5834,131,131,12,1,0,0
2026-06-29,vrs26_gads_pmax_all_natl,pmax,Bengaluru,1418.12,6099,174,174,17,5,3,3097
2026-06-29,vrs26_gads_pmax_all_natl,pmax,Hyderabad,938.01,3885,74,74,5,2,0,0
2026-06-29,vrs26_gads_pmax_all_natl,pmax,Pune,748.84,3186,62,62,3,1,1,1999
2026-06-29,vrs26_gads_pmax_all_natl,pmax,Chennai,625.57,2519,50,50,9,4,2,4298
2026-06-29,vrs26_gads_pmax_mum,pmax,Mumbai,2995.3,13834,285,285,38,10,6,9594
2026-06-29,vrs26_gads_pmax_mum,pmax,Delhi NCR,143.08,623,9,9,1,0,0,0
2026-06-29,vrs26_gads_pmax_mum,pmax,Bengaluru,151.67,623,15,15,2,1,1,1299
2026-06-29,vrs26_gads_pmax_mum,pmax,Hyderabad,97.28,406,6,6,1,1,1,799
2026-06-29,vrs26_gads_pmax_mum,pmax,Pune,68.72,300,4,4,0,0,0,0
2026-06-29,vrs26_gads_pmax_mum,pmax,Chennai,66.72,266,8,8,0,0,0,0
2026-06-29,vrs26_gads_pmax_blr,pmax,Mumbai,160.34,760,16,16,0,0,0,0
2026-06-29,vrs26_gads_pmax_blr,pmax,Delhi NCR,148.29,601,0,0,0,0,0,0
2026-06-29,vrs26_gads_pmax_blr,pmax,Bengaluru,2543.58,9881,132,132,19,5,5,5195
2026-06-29,vrs26_gads_pmax_blr,pmax,Hyderabad,95.33,407,9,9,0,0,0,0
2026-06-29,vrs26_gads_pmax_blr,pmax,Pune,74.34,371,8,8,1,1,1,1999
2026-06-29,vrs26_gads_pmax_blr,pmax,Chennai,49.24,195,10,10,0,0,0,0
2026-06-29,vrs26_gads_display_remarketing_natl,display,Mumbai,880.34,3972,86,86,4,1,1,1999
2026-06-29,vrs26_gads_display_remarketing_natl,display,Delhi NCR,702.38,3060,68,68,5,0,0,0
2026-06-29,vrs26_gads_display_remarketing_natl,display,Bengaluru,655.56,2676,65,65,9,1,0,0
2026-06-29,vrs26_gads_display_remarketing_natl,display,Hyderabad,398.58,1640,45,45,5,3,3,5797
2026-06-29,vrs26_gads_display_remarketing_natl,display,Pune,317.56,1418,24,24,3,1,0,0
2026-06-29,vrs26_gads_display_remarketing_natl,display,Chennai,297.36,1347,30,30,2,1,1,3499
2026-06-29,vrs26_gads_yt_instream_natl,youtube,Mumbai,915.33,4014,85,85,7,3,3,3797
2026-06-29,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,936.61,4343,81,81,5,2,0,0
2026-06-29,vrs26_gads_yt_instream_natl,youtube,Bengaluru,806.19,3217,61,61,5,1,0,0
2026-06-29,vrs26_gads_yt_instream_natl,youtube,Hyderabad,557.26,2248,54,54,2,0,0,0
2026-06-29,vrs26_gads_yt_instream_natl,youtube,Pune,458.77,2047,44,44,5,0,0,0
2026-06-29,vrs26_gads_yt_instream_natl,youtube,Chennai,300.23,1172,32,32,0,0,0,0
2026-06-29,vrs26_gads_yt_shorts_natl,youtube,Mumbai,626.01,2818,63,63,3,1,1,3499
2026-06-29,vrs26_gads_yt_shorts_natl,youtube,Delhi NCR,582.23,2676,20,20,1,1,1,2499
2026-06-29,vrs26_gads_yt_shorts_natl,youtube,Bengaluru,520.64,2093,30,30,3,2,1,1299
2026-06-29,vrs26_gads_yt_shorts_natl,youtube,Hyderabad,341.23,1536,39,39,3,1,1,799
2026-06-29,vrs26_gads_yt_shorts_natl,youtube,Pune,248.23,1129,33,33,4,1,0,0
2026-06-29,vrs26_gads_yt_shorts_natl,youtube,Chennai,210.81,841,19,19,2,0,0,0
2026-06-29,vrs26_gads_search_competitor_natl,search_generic,Mumbai,585.05,2493,51,51,6,4,3,6797
2026-06-29,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,421.01,1750,31,31,1,0,0,0
2026-06-29,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,444.46,1866,27,27,6,3,2,1798
2026-06-29,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,321.28,1610,21,21,3,1,1,499
2026-06-29,vrs26_gads_search_competitor_natl,search_generic,Pune,223.07,986,18,18,2,1,0,0
2026-06-29,vrs26_gads_search_competitor_natl,search_generic,Chennai,172.99,754,19,19,2,0,0,0
2026-06-29,vrs26_gads_discovery_feed_natl,discovery,Mumbai,586.15,2553,56,56,8,3,1,1299
2026-06-29,vrs26_gads_discovery_feed_natl,discovery,Delhi NCR,502.56,2381,44,44,3,2,2,1298
2026-06-29,vrs26_gads_discovery_feed_natl,discovery,Bengaluru,566.37,2523,54,54,6,4,1,3499
2026-06-29,vrs26_gads_discovery_feed_natl,discovery,Hyderabad,352.17,1485,37,37,2,1,0,0
2026-06-29,vrs26_gads_discovery_feed_natl,discovery,Pune,236.01,990,20,20,4,2,1,799
2026-06-29,vrs26_gads_discovery_feed_natl,discovery,Chennai,195.57,811,15,15,2,0,0,0
