date,campaign_name,audience,objective,city,spend,impressions,clicks,landed,lead_submitted,pay_now_attempt,conversions,gtv
2026-06-19,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Bengaluru,957.79,1791,13,13,3,0,0,0
2026-06-19,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Hyderabad,783.23,1419,18,18,1,0,0,0
2026-06-19,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Pune,614.9,1275,9,9,0,0,0,0
2026-06-19,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Chennai,469.73,843,4,4,1,1,1,1299
2026-06-19,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Mumbai,1282.01,2768,17,17,0,0,0,0
2026-06-19,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Delhi NCR,1323.68,2552,19,19,5,3,3,2097
2026-06-19,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Bengaluru,1115.41,2219,13,13,1,0,0,0
2026-06-19,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Hyderabad,812.8,1589,13,13,2,0,0,0
2026-06-19,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Pune,552.64,985,4,4,0,0,0,0
2026-06-19,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Chennai,442.92,822,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Mumbai,4019.8,6716,36,36,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Delhi NCR,226.87,428,1,1,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Bengaluru,232.58,490,4,4,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Hyderabad,152.51,344,3,3,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Pune,114.45,257,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Chennai,92.07,176,1,1,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Mumbai,4149.07,10349,60,60,4,2,1,2999
2026-06-19,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Delhi NCR,169.46,333,1,1,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Bengaluru,215.1,406,3,3,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Hyderabad,140.5,260,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Pune,99.13,201,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Chennai,65.02,138,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,senior_management,conversion,Mumbai,3966.7,8595,54,54,5,2,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,senior_management,conversion,Delhi NCR,250.77,489,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,senior_management,conversion,Bengaluru,230.51,527,3,3,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,senior_management,conversion,Hyderabad,194.03,357,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,senior_management,conversion,Pune,109.77,223,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_mum,senior_management,conversion,Chennai,86.5,175,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Mumbai,245.27,459,1,1,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Delhi NCR,174.75,385,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Bengaluru,3486.03,7248,42,42,2,1,1,799
2026-06-19,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Hyderabad,103.08,193,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Pune,64.12,139,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Chennai,73.85,153,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Mumbai,213.46,395,4,4,1,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Delhi NCR,181.12,370,3,3,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Bengaluru,3505.04,7671,47,47,3,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Hyderabad,106.58,233,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Pune,76.24,125,2,2,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Chennai,64.65,145,1,1,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Mumbai,341.19,490,3,3,1,1,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Delhi NCR,260.68,505,6,6,2,1,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Bengaluru,3149.35,6639,40,40,4,1,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Hyderabad,197.86,369,3,3,1,1,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Pune,108.66,196,0,0,0,0,0,0
2026-06-19,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Chennai,89.36,179,0,0,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Mumbai,1150.92,2377,16,16,2,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Delhi NCR,1151.78,2196,18,18,1,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Bengaluru,779.12,1545,13,13,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Hyderabad,650.05,1213,8,8,1,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Pune,445.95,941,3,3,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Chennai,354.82,693,7,7,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Mumbai,1203.67,2713,18,18,1,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Delhi NCR,999.91,2101,7,7,1,1,1,799
2026-06-20,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Bengaluru,1068.92,1666,2,2,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Hyderabad,465.39,917,7,7,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Pune,460.02,787,8,8,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Chennai,334.73,639,5,5,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Mumbai,1257.21,2365,17,17,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Delhi NCR,872.23,2055,24,24,1,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Bengaluru,962.88,2186,14,14,1,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Hyderabad,621.03,1369,9,9,3,2,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Pune,469.81,879,3,3,0,0,0,0
2026-06-20,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Chennai,349.48,727,4,4,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Mumbai,3286.61,6344,49,49,2,1,1,1999
2026-06-20,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Delhi NCR,200.71,412,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Bengaluru,196.22,369,2,2,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Hyderabad,119.19,223,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Pune,91.18,176,2,2,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Chennai,72.15,148,0,0,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Mumbai,3331.66,8587,49,49,4,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Delhi NCR,190.53,334,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Bengaluru,175.96,350,2,2,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Hyderabad,123.8,195,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Pune,61.84,120,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Chennai,82.26,151,0,0,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,senior_management,conversion,Mumbai,3373.16,6588,71,71,8,2,1,2999
2026-06-20,vrs26_li_conv_teamreg_mum,senior_management,conversion,Delhi NCR,185.4,417,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,senior_management,conversion,Bengaluru,144.92,280,4,4,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,senior_management,conversion,Hyderabad,126.15,278,2,2,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,senior_management,conversion,Pune,69.52,137,0,0,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_mum,senior_management,conversion,Chennai,66.9,123,2,2,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Mumbai,146.79,326,4,4,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Delhi NCR,164.25,334,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Bengaluru,2032.77,4290,18,18,2,1,1,499
2026-06-20,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Hyderabad,93.4,232,4,4,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Pune,69.76,152,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,hr_decision_makers,conversion,Chennai,42.62,71,0,0,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Mumbai,131.97,242,2,2,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Delhi NCR,130.58,229,2,2,1,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Bengaluru,2098.45,4387,27,27,3,2,2,2098
2026-06-20,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Hyderabad,84.4,153,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Pune,59.95,132,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,corporate_wellness,conversion,Chennai,44.26,79,0,0,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Mumbai,185.7,343,6,6,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Delhi NCR,106.19,197,2,2,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Bengaluru,2088.44,4057,21,21,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Hyderabad,76.79,179,3,3,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Pune,57.8,110,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Chennai,34.68,73,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,senior_management,conversion,Mumbai,164.23,333,0,0,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,senior_management,conversion,Delhi NCR,124.32,251,5,5,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,senior_management,conversion,Bengaluru,2056.49,4773,47,47,5,1,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,senior_management,conversion,Hyderabad,82.32,162,1,1,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,senior_management,conversion,Pune,61.3,142,0,0,0,0,0,0
2026-06-20,vrs26_li_conv_teamreg_blr,senior_management,conversion,Chennai,60.95,119,1,1,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Mumbai,878.19,1849,16,16,1,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Delhi NCR,694.63,1075,7,7,1,1,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Bengaluru,735.6,1603,8,8,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Hyderabad,503.71,967,5,5,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Pune,338.88,599,0,0,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Chennai,261.17,636,5,5,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Mumbai,914.16,1940,10,10,1,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Delhi NCR,633.26,1450,9,9,1,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Bengaluru,669.41,1369,8,8,1,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Hyderabad,583.63,1254,12,12,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Pune,379.42,843,8,8,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Chennai,232.31,504,5,5,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Mumbai,909.63,1518,8,8,1,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Delhi NCR,727.15,1472,7,7,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Bengaluru,767.6,1579,9,9,1,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Hyderabad,377.03,758,6,6,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Pune,339.77,672,1,1,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Chennai,291.01,626,6,6,2,1,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Mumbai,906.86,1694,8,8,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Delhi NCR,713.97,1606,8,8,1,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Bengaluru,669.5,1494,10,10,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Hyderabad,466.32,874,5,5,0,0,0,0
2026-06-21,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Pune,367.81,716,4,4,1,1,1,1999
2026-06-21,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Chennai,287.73,538,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Mumbai,2331.68,5622,44,44,6,2,1,799
2026-06-21,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Delhi NCR,172.97,322,2,2,1,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Bengaluru,179.62,336,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Hyderabad,143.26,228,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Pune,81.04,184,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Chennai,77.1,185,4,4,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Mumbai,2532.22,5911,50,50,4,1,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Delhi NCR,119.82,254,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Bengaluru,128.09,261,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Hyderabad,89.94,170,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Pune,63.26,124,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Chennai,52.32,89,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Mumbai,2425.81,4628,33,33,3,2,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Delhi NCR,132.6,294,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Bengaluru,140.64,329,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Hyderabad,112.82,229,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Pune,87.07,184,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,running_clubs,conversion,Chennai,86.72,187,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,senior_management,conversion,Mumbai,2472.27,5136,23,23,1,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,senior_management,conversion,Delhi NCR,121.52,238,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,senior_management,conversion,Bengaluru,150.49,304,3,3,1,1,1,799
2026-06-21,vrs26_li_conv_teamreg_mum,senior_management,conversion,Hyderabad,102.51,185,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,senior_management,conversion,Pune,79.94,149,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_mum,senior_management,conversion,Chennai,58.93,121,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Mumbai,161.33,351,3,3,1,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Delhi NCR,203.09,499,3,3,1,1,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Bengaluru,2773.85,4611,33,33,2,1,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Hyderabad,131.01,294,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Pune,72.22,122,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,fitness_enthusiasts,conversion,Chennai,70.68,151,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Mumbai,198.94,418,0,0,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Delhi NCR,177.8,419,4,4,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Bengaluru,2735.68,5637,46,46,3,1,1,1299
2026-06-21,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Hyderabad,140.76,247,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Pune,89.1,191,3,3,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,running_clubs,conversion,Chennai,69.91,144,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,senior_management,conversion,Mumbai,223.75,415,3,3,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,senior_management,conversion,Delhi NCR,179.15,334,1,1,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,senior_management,conversion,Bengaluru,2712.9,5118,35,35,9,3,3,4097
2026-06-21,vrs26_li_conv_teamreg_blr,senior_management,conversion,Hyderabad,137.94,317,2,2,0,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,senior_management,conversion,Pune,84.29,164,2,2,1,0,0,0
2026-06-21,vrs26_li_conv_teamreg_blr,senior_management,conversion,Chennai,74.15,124,1,1,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Mumbai,520.46,1011,3,3,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Delhi NCR,505.82,1038,13,13,2,2,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Bengaluru,495.9,1131,1,1,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Hyderabad,242.06,547,5,5,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Pune,174.4,379,0,0,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,hr_decision_makers,leadgen,Chennai,137.29,259,0,0,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Mumbai,550.67,1082,7,7,1,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Delhi NCR,459.58,951,4,4,1,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Bengaluru,399.75,813,7,7,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Hyderabad,295.62,710,3,3,1,1,1,799
2026-06-22,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Pune,203.44,393,3,3,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,corporate_wellness,leadgen,Chennai,166.88,348,1,1,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Mumbai,588.47,1253,7,7,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Delhi NCR,405.61,788,6,6,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Bengaluru,461.01,801,7,7,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Hyderabad,271.02,503,1,1,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Pune,194.4,388,2,2,1,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,fitness_enthusiasts,leadgen,Chennai,155.42,323,0,0,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Mumbai,561.22,1092,11,11,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Delhi NCR,489.2,998,8,8,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Bengaluru,400.23,844,1,1,1,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Hyderabad,259.71,618,3,3,1,1,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Pune,199.36,350,2,2,1,1,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,running_clubs,leadgen,Chennai,166.22,366,2,2,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Mumbai,554.84,1317,8,8,1,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Delhi NCR,484.94,902,8,8,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Bengaluru,377.55,779,6,6,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Hyderabad,320.33,635,5,5,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Pune,197.11,372,1,1,0,0,0,0
2026-06-22,vrs26_li_inmail_hr_leads_natl,senior_management,leadgen,Chennai,141.17,303,3,3,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Mumbai,1803.26,3491,22,22,1,1,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Delhi NCR,136.27,264,2,2,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Bengaluru,155.68,248,2,2,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Hyderabad,91.93,184,3,3,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Pune,49.91,115,0,0,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,hr_decision_makers,conversion,Chennai,33.51,64,0,0,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Mumbai,1885.15,3227,19,19,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Delhi NCR,126.17,268,2,2,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Bengaluru,106.69,209,4,4,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Hyderabad,55.55,86,0,0,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Pune,49.57,108,2,2,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,corporate_wellness,conversion,Chennai,47.43,94,0,0,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Mumbai,1877,4037,23,23,1,1,1,3499
2026-06-22,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Delhi NCR,108.35,235,1,1,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Bengaluru,100.38,195,1,1,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Hyderabad,76.61,145,0,0,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Pune,58.67,116,0,0,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,fitness_enthusiasts,conversion,Chennai,49.54,105,1,1,1,1,1,1299
2026-06-22,vrs26_li_conv_teamreg_mum,senior_management,conversion,Mumbai,1802.89,4066,25,25,0,0,0,0
2026-06-22,vrs26_li_conv_teamreg_mum,senior_management,conversion,Delhi NCR,117.6,232,0,0,0,0,0,0
